name,co2,wfp
quality dark chocolate min cocoa solids Lindt quality,3.16,20717.0
cheese ricotta pot goat cottage,8.93,5253.0
beef onion soup mix,0.22,290.0
pomegranates,0.32,1506.5
jar pimento olives juice,0.64,3015.0
medium carrot c,0.24,195.0
cocoa powder chocolatiness boost flavanoids,3.16,15618.0
beans night,2.26,801.0
pinch salt pepper,0.65,379.0
cubed papaya,0.32,460.0
chocolate baker,3.16,20717.0
cheese ricotta cream cheese,8.93,5253.0
mayonnaise plain yogurt milk cream creme fraiche cream etc bind,1.46,572.0
ground limes taste color,0.34,642.0
chocolate chips flavor,3.16,20717.0
bunch asparagus half,0.83,2150.0
yoghurt yields cups cheese,8.93,5253.0
stuffed olives pimentos,0.64,3015.0
cloves smush mince,0.84,61205.0
tomatoes grape tomatoes pizza,0.45,41.0
garbanzo beans template,2.26,801.0
package butter cookie,8.48,5659.0
chocolate sprinkles oz,3.16,20717.0
romano cheese combination,8.93,5253.0
onions onions onions,0.22,290.0
yogurt flavor,2.55,1540.0
apples inch cubes,0.25,622.0
mayonnaise cup template cup,1.46,572.0
bunch onion parts parts bias lengths,0.22,290.0
bulgur wheat,0.57,1639.0
medium cucumber inch slices,0.27,353.0
jar pimento olives weight,0.64,3015.0
nuts almonds cashews,1.88,11264.0
template Original poster prefers plum tomatoes,0.32,2180.0
apples juicer Macs kind work,0.25,622.0
roma type tomatoes,0.45,41.0
radishes g template,0.25,272.0
chocolate baking cocoa,3.16,20717.0
lentil cup,0.52,5874.0
thick tomatoes,0.45,41.0
chocolate chips chop,3.16,20717.0
halibut sea bass fish cut pieces,2.2,2313.5
jersey tomatoes,0.45,41.0
medium bananas C,0.34,748.0
coriander leaves use parsley,0.84,8280.0
chocolate wafers gingersnaps,3.16,20717.0
wagon wheel macaroni ounces cup,5.19,2313.5
cavatappi pasta hallow corkscrew pasta cut,1.21,1508.0
slices slices wheat bread,0.86,667.0
cannellini beans kidney,2.26,801.0
onions rounds,0.22,290.0
hellmann foods mayonnaise,1.46,572.0
spinach torn cut pieces changes,0.81,834.0
cream chicken soup one herbs anything,5.45,3838.0
banana garnish,0.34,748.0
tuna steaks ounce,3.68,2313.5
sweet pepper membranes strips,0.65,379.0
peppers jar cut strips,0.65,379.0
olives kinds olives touch,0.64,3015.0
vegetable celery onion onion mushrooms bell peppers,0.33,362.0
bell peppers seeds membranes,0.65,379.0
medium apple crisp,0.25,622.0
breadfruit chunks,0.86,667.0
lemongrass pureed lemongrass tube product,0.34,642.0
package spinach tortellini,0.81,834.0
chili pepper see NOTE,0.65,379.0
cardamom ground substitute spices,0.84,34319.0
plum tomato Roma,0.32,2180.0
cayenne couple shakes,10.4,2313.5
salt cheese salty,8.93,5253.0
medium lemon cut slices,0.34,642.0
stalks onions inch pieces garnish,0.22,290.0
chocolate cocoa content,3.16,20717.0
buttermilk tablespoons buttermilk,8.48,5659.0
elbow pasta,1.21,1508.0
box jiffy cornbread,0.86,667.0
onions rings petals,0.22,290.0
penne pasta lb fusilli,1.21,1508.0
tomatoes kind peppers onions,0.22,290.0
salt bacon drippings salt,5.99,6116.0
loaf rye cocktail bread section,0.86,667.0
water use Cream Mushroom soup,5.45,3838.0
roman beans Goya brand beans Goya brand,2.26,801.0
butter inch square time,8.48,5659.0
inch garlic,0.25,589.0
chocolate candy almonds,3.16,20717.0
cucumber Sliced optional,0.27,353.0
broccoli floret frozen works,0.57,336.0
wheat starch flour markets,0.57,1639.0
packages cauliflower ounce packages template,0.31,285.0
onion onion milder flavor,0.22,290.0
orange zest julienne strips,0.3,654.0
buttery cracker crushed,8.48,5659.0
ground cayenne pepper,0.65,379.0
tuna cut strips,3.68,2313.5
zucchini medium cut strips preparation notes,0.81,750.5
chocolate pudding mix package,3.16,20717.0
raspberry cocoa mix Land Lakes Classics,0.64,413.0
vegetables peas corn beans sprouts comb,2.26,801.0
lobster meat roll,20.25,1856.0
handful carrot,0.24,195.0
carrot size peas,0.81,850.0
coconut milk use coconut milk,0.54,2030.0
package neufchatel cheese sub neufchatel Philadelphia cream cheese,8.93,5253.0
bell peppers cup template,0.65,379.0
pepper balls,0.65,379.0
buddy breadcrumbs,0.86,667.0
gluten oats Bob Red Mill,0.67,1788.0
mandarin oranges syrup,0.45,748.0
pepper gloves iritation,0.65,379.0
chocolate hazelnut spread Nutella,3.16,20717.0
chocolate coffee bean,3.16,20717.0
mussels mussels,0.46,1856.0
cream cheese size peppers,8.93,5253.0
thin cucumbers peel,0.27,353.0
river cereal wheat,0.57,1639.0
container plain breadcrumbs,0.86,667.0
crackers Wheat Thins work,0.57,1639.0
firm oranges,0.3,654.0
slices bacon crisp paper towel,5.99,6116.0
chocolate shavings optional,3.16,20717.0
head cauliflower cut size florets,0.31,285.0
rice cup jasmine rice,2.19,1597.0
wheat flour Atta,0.87,1849.0
mccormick shot seasoning pepper tsp pepper cayenne,0.65,379.0
ground gingersnap cookies ounces,0.84,1657.0
vine tomatoes pound,0.45,41.0
chili garlic sauce sriracha supermarkets,0.25,589.0
lemon fine processor,0.34,642.0
pumpkinseed oil,0.24,336.0
romaine lettuce baby leaf template,0.41,237.0
okra template,0.33,576.0
cream chicken soup cream celery onion mushroom,5.45,3838.0
cream sour cream,5.45,3838.0
tart apples lb,0.25,622.0
lemons flavor tablespoon orange flavor,0.34,642.0
fennel bulb crosswise,0.33,362.0
tomatoes jalapeneos,0.45,41.0
kind cheese,8.93,5253.0
eggs MUST room temperature,3.2,2562.0
rotel tomatoes chilies juice,0.45,41.0
almond extract teaspoon orange extract flavor,1.88,11264.0
eggs liking,3.2,2562.0
butter use measurement cake mix box,8.48,5659.0
milk chocolate chocolate shavings,3.16,20717.0
ground pepper freshly,0.65,379.0
cream cheese cut crosswise slices,8.93,5253.0
strawberry syrup knott berry farms orange use tsp extract flavoring,0.3,654.0
slices rings use pineapple slices,0.25,622.0
orzo pasta,1.21,1508.0
iceberg lettuce cut size pieces,0.41,237.0
eggless mayonnaise,1.46,572.0
cinnamon oil,0.84,15526.0
pasta oz rotelle,1.21,1508.0
sun pesto recipe zaar,2.72,2174.0
limes lime,0.34,642.0
grain crackers,0.97,617.0
broccoli floret minutes,0.57,336.0
cod fillets ounce template cut angle,3.08,2782.0
cheese tortellini,8.93,5253.0
monterey jack cheese orig recipe kefalotyri cheese,8.93,5253.0
provolone cheese cups blend,8.93,5253.0
cream sherry wine,0.66,524.0
pure fine cane sugar,0.62,1724.0
soy sauce light,1.46,613.0
medium tomatoes cut quarters pounds,0.45,41.0
potatoes template Optional,0.81,575.0
limes peel,0.34,642.0
boxes macaroni cheese Kraft,8.93,5253.0
salt pepper taste caviar salty,0.65,379.0
dashes pepper sauce use jalapeno peppers,0.65,379.0
celery celery salt,0.33,362.0
pieces ginger quarter size slices,0.84,1657.0
squash rounds cups,0.33,336.0
broccoli corn peppers,0.57,336.0
coconut extract teaspoon orange extract,1.07,1971.0
plain chocolate plain half milk,3.16,20717.0
flour amount flour mix rice flour,2.19,1597.0
tomato paste cans thickness ounce cans cans thickness,1.3,855.0
medium celery ribs rounds,0.33,362.0
soybeans soybeans,2.26,801.0
pepperoni inch pieces,0.65,379.0
ground pistachios decoration,1.6,11363.0
pints wine vinegar,0.66,524.0
rice cold yesterdays Cold rice,2.19,1597.0
pasta corkscrew bowtie wagon wheels,1.21,1508.0
seedless cucumber cut chunks,0.27,353.0
peas amount,0.81,850.0
banana cut disks,0.34,748.0
beans Black Bean Soup,2.26,801.0
coconut rum malibu,1.07,1971.0
butter chef choice cup template chef choice,8.48,5659.0
beans tops tails beans tops tails,2.26,801.0
butternut pumpkin cut wedges,8.48,5659.0
bell pepper slice pieces,0.65,379.0
onions sticks,0.22,290.0
peppermint syrup Starbucks Toranis,0.65,379.0
beans time,2.26,801.0
medium poblano pepper,0.65,379.0
onion cut quarters,0.22,290.0
celery inner stalks,0.33,362.0
sweet wine home Marechal Alcante Seyval Ravat tawny port,0.66,524.0
chocolate mint candies,3.16,20717.0
ripe mango pit,0.31,1855.0
Alouette cream cheese,8.93,5253.0
fillets haddock cod tilapia flounder,3.08,2782.0
sun tomatoes slices,0.45,41.0
gluten,0.57,4189.0
margarine cut inch pieces,1.39,1324.0
ketchup tablespoons,1.46,534.0
gaeta olives,0.64,3015.0
style peanut butter creamy,8.48,5659.0
bunches Baby Spinach dry,0.81,834.0
spices onion powder oregano,0.22,290.0
package beans,2.26,801.0
package broccoli bunch broccoli,0.57,336.0
cheese garnish,8.93,5253.0
onion cut wedges cups,0.22,290.0
chocolate cut chunks cup template,3.16,20717.0
cheese Edam cheese,8.93,5253.0
cream cup template cream,5.45,3838.0
yams yams beans,2.26,801.0
chocolate bittersweet percent cocoa,3.16,20717.0
pineapple DRAINED WELL,0.25,622.0
honey wheat bread,0.86,667.0
butter pieces pan,8.48,5659.0
maifun noodles rice,2.19,1597.0
fat cream cheese fat,8.93,5253.0
baby carrots cut slices,0.81,750.5
onion Maui Vidalia,0.22,290.0
slices kraft cheese,8.93,5253.0
bunch broccoli cut florets pounds,0.57,336.0
chocolate step,3.16,20717.0
medjool dates eighths,0.81,2636.5
package semisweet chocolate pieces,3.16,20717.0
mayonnaise Kewpie mayo,1.46,572.0
almonds decoration,1.88,11264.0
fat cream Neufchatel pieces,5.45,3838.0
medium potatoes pieces cups,0.81,575.0
style bread crumb,0.86,667.0
blue mussels,0.46,1856.0
scotch bonnet chili pepper,0.65,379.0
peaches cut wedges,0.45,1979.0
Bacardi rum Orange Flavored Rum,0.3,654.0
onion cut inch chucks,0.22,290.0
rice milk milk choice cup soymilk milk choice,0.54,2030.0
bread cubes dough,0.86,667.0
substitute light cream,5.45,3838.0
Braggs Aminos soy sauce tamari,1.46,613.0
cream cheese block variety,8.93,5253.0
head leaf lettuce pieces pound,0.41,237.0
noodles lb pasta sheets,1.21,1508.0
skinless cod fillet bones,3.08,2782.0
tofu inch cubes,2.27,1724.0
pieces avocados,0.54,1805.0
box cut beans,2.26,801.0
Hershey Hugs chocolates almonds,3.16,20717.0
margarine light,1.39,1324.0
wheat flour use wheat flour White use flour biscuits,0.87,1849.0
marmalade orange,0.3,654.0
mustard seeds,0.88,2809.0
carrot cut pieces piece cut julienne strips,0.24,195.0
olives garnish,0.64,3015.0
liquid Butter Buds butter substitute,8.48,5659.0
head bibb lettuce,0.41,237.0
beans chickpea etc,2.26,801.0
Thai peppers tsp,0.65,379.0
apple juice juice,2.86,1140.0
tomatoes juice gr tomatoees,0.45,41.0
pasta sauce Bertolli tomato basil,1.21,1508.0
carrots thick cups,0.81,750.5
orange juice zest juice cup,0.46,1019.0
coconut mix,1.07,1971.0
grapes color,0.31,608.0
muffin wheat taste,0.57,1639.0
gallon chocolate milk,3.16,20717.0
almonds tablespoons cashews,1.88,11264.0
wine Riesling,0.66,524.0
capsicum pepper,0.65,379.0
wheat pastry flour grams,0.57,1639.0
onion powder taste use,0.22,290.0
cloves food processor,0.84,61205.0
coconut milk thick part,0.54,2030.0
garlic use powder matter,0.25,589.0
medium carrots chunks,0.81,750.5
cream mushroom soup mL,5.45,3838.0
rice Lipton Spanish Rice,2.19,1597.0
spinach pre kind,0.81,834.0
bell pepper combination yellow green,0.65,379.0
quarts rice quarts template,2.19,1597.0
tofutti cream cheese non dairy,2.27,1724.0
lemon juice cup,0.34,642.0
carrots slices diagonal lb baby carrots half diagonal,0.81,750.5
milk substitute milk almond milk,0.54,2030.0
butter cracker crumbs crackers,8.48,5659.0
chocolate candy CRUSHED,3.16,20717.0
eggs egg substitute,3.2,2562.0
Fresh,3.44,5677.0
warm butter,8.48,5659.0
substitute jalapeno peppers Serrano pepper,0.65,379.0
wheat bran bulk,0.57,1639.0
banana cup,0.34,748.0
packages flavor pudding pie filling mix,5.19,2313.5
cheese PLUS,8.93,5253.0
peanut butter dabs,8.48,5659.0
cream consistency,5.45,3838.0
medium overripe bananas riper sweeter,0.34,748.0
slices plantain,0.32,1602.0
grain rice water runs variety,2.19,1597.0
papaya wedges fruit season,0.32,460.0
celery sautee,0.33,362.0
package Mori Nu firm lite tofu,2.27,1724.0
Lemon LorAnn Gourmet baking emulsion,0.34,642.0
dr pepper,0.65,379.0
vinegar rice cider,2.19,1597.0
tomatoes style seasonings,0.45,41.0
zucchini cut cm cubes,0.81,750.5
cream sc plain yogurt,5.45,3838.0
peas pinch lbs,0.81,850.0
yogurt cheese ounces cheese,8.93,5253.0
slices bacon garnish,5.99,6116.0
container cornish cream,5.45,3838.0
cream room temperature half half,5.45,3838.0
slices inch bread,0.86,667.0
tomatoes pieces,0.45,41.0
cut beans cup cut beans,2.26,801.0
spinach thaw squeeze moist,0.81,834.0
chorizo sausages store sausages inch inches,5.99,6177.0
carrots carrots food processor,0.81,750.5
rice kind,2.19,1597.0
coffee creamer Silk plain,5.45,3838.0
almond liqueur cup Amaretto,1.88,11264.0
slices bread use wheat,0.86,667.0
cut tomatoes Note cans Rotel,0.45,41.0
brioche bread inch round,0.86,667.0
cream Vanilla Sugar envelope something,5.45,3838.0
pasta bucatini penne,1.21,1508.0
emmenthaler cheese Comte Gruyere,8.93,5253.0
juice use lime,0.34,642.0
feta cheese goat feta,8.93,5253.0
pumpkin cup butternut squash,8.48,5659.0
baby spinach whole bag,0.81,834.0
fat strawberry yogurt fieldberry raspberry,0.64,413.0
wheat flour cups rice flour,0.87,1849.0
medium pepper cut chunks,0.65,379.0
fish curry powder,2.2,2313.5
rice grain Arborio,2.19,1597.0
quality tomatoes strain juice,0.45,41.0
firm bananas,0.34,748.0
idaho potatoes inch slices,0.81,575.0
pear inch,0.45,1979.0
ginger syrup form ginger,0.84,1657.0
slices bell peppers,0.65,379.0
spinach stems pan damp,0.81,834.0
wheat bread crumbs slice ground,0.86,667.0
semisweet cocoa powder teaspoon template,3.16,15618.0
padano cheese cups,8.93,5253.0
bush homestyle spicy kind sugar bacon,5.99,6116.0
Hershey chocolate kisses chocolate chocolate cherry etc,3.16,20717.0
mixture cinnamon sugar mixture,0.84,15526.0
quinoa comments introduction,0.97,1618.0
bacon pieces cup,5.99,6116.0
onions cup use template,0.22,290.0
pieces drums thighs,5.19,2202.0
loaf bread cut slices drizzle oil,0.86,667.0
sun tomatoes oil Roughly,0.45,41.0
butternut squash cut dice,8.48,5659.0
pasta rigatoni pasta lb template,1.21,1508.0
lemon glaze,0.34,642.0
cheddar cheese mixture,8.93,5253.0
apples firm Pink Lady Rome Beauty Granny Smith,0.25,622.0
tomato plain pasta,1.21,1508.0
cinnamon stick cinnamon,0.84,15526.0
acini di pepe pasta pasta,1.21,1508.0
onion powder dash,0.22,290.0
gingerroot teasp ground ginger,0.84,1657.0
fruit currants raisins peel,0.64,499.0
slices fillets seer fish,2.2,2313.5
burata cheese,8.93,5253.0
slice quality bread crust bread pieces cup,0.86,667.0
wine sustitute cup tomatoe juice,0.66,524.0
orange bitters,0.3,654.0
jerusalem artichokes cm chunks,0.33,818.0
onions slices vidalia,0.22,290.0
pieces fruits plums date apple others,0.25,622.0
pieces ginger inch pieces,0.84,1657.0
sugar strawberry jam,0.61,413.0
almond ground,1.88,11264.0
butter tablespoons cubed,8.48,5659.0
bacon crisp garnish,5.99,6116.0
cream cheese brick,8.93,5253.0
eggplants size pieces,0.19,362.0
hoagie rolls bread choice,0.86,667.0
raisins fruit,0.81,2636.5
semolina cream wheat,5.45,3838.0
chili sauce use ketchup heat,1.46,534.0
banana ripe bananas,0.34,748.0
McCormick Red Pepper,0.65,379.0
jalapeno peppers center seeds,0.65,379.0
mascarpone cheese ricotta,8.93,5253.0
saffron substitution,0.84,731000.0
tomatoes ones garlic oregano,0.25,589.0
milk size bread,0.86,667.0
artichokes size,0.33,818.0
mirin tablespoons wine vinegar,0.66,524.0
packages rice noodles,2.19,1597.0
jalapeno pepper,0.65,379.0
butter cut tb pieces,8.48,5659.0
cod firm template,3.08,2782.0
corn mix peppers,0.65,379.0
rice cups rice rice blend,2.19,1597.0
mint peppermint mixture,0.65,379.0
use butter margarine,1.39,1324.0
lime juice Ive juice,0.34,642.0
sodium onion soup,0.22,290.0
onion shoots milk,0.22,290.0
butter Tbsp,8.48,5659.0
choice parmesan cheddar mozzarella etc,8.2,5253.0
pepper paste Kochujang,0.65,379.0
jar garlic sauce,0.25,589.0
use Apricot,0.3,1287.0
package hershey butterscotch chips,8.48,5659.0
ginger teaspoon ground ginger,0.84,1657.0
dash pepper liking,0.65,379.0
sweet potatoes syrup inch cubes,0.81,575.0
brioche bread slices bread,0.86,667.0
celery ribs part cut slices,0.33,362.0
apple looks,0.25,622.0
ginger paste chopped ginger,0.84,1657.0
sun tomato water minutes,0.45,41.0
winter squash cut int inch pieces cups,0.33,336.0
mushrooms celery onions,0.33,362.0
rice wine Mirin,0.66,524.0
chocolate baking squares ounce chocolate baking squares,3.16,20717.0
eggs Shelled,3.2,3632.0
box shortbread cookie homemade,0.86,667.0
shrimp prices wi,2.19,1597.0
sugar chocolate chip cookies,3.16,20717.0
garbanzo beans Chick peas,2.26,801.0
california apricots syrup,0.3,1287.0
shallots tablespoon,0.25,272.0
grain rice rice,2.19,1597.0
raspberry salsa brand store,0.64,413.0
salmon fillets inch thick skin,3.37,2193.0
jar kraft buttermilk ranch,8.48,5659.0
rice cakes rounds,2.19,1597.0
orange pith,0.3,654.0
sausage cut slices sausages,5.99,6177.0
kalamansi juice lemon,0.34,642.0
juicy pears,0.45,1979.0
juice Key lime lime juice,0.34,642.0
celery angle,0.33,362.0
slices bacon Louis Rich brand name,5.99,6116.0
tomatoes tips,0.45,41.0
butter room temp sticks,8.48,5659.0
almonds pecans,1.88,11264.0
peas chickpeas,0.81,850.0
dash oil pepper,0.65,379.0
bunch broccoli cut bite size,0.57,336.0
cream coconut Coco Lopez brand,5.45,3838.0
beans cups garbanzo beans ounce beans cups garbanzo beans,2.26,801.0
medium carrots inch coins,0.81,750.5
mayonnaise fat results,1.46,572.0
substitute day bread cubes,0.86,667.0
meyer lemon zest pieces,0.34,642.0
spice butter niter kebbeh,8.48,5659.0
goat cheese flavor plain,8.93,5253.0
h hazelnuts,1.11,11264.0
hazelnuts tablespoons almonds,1.88,11264.0
woody ends spears thirds,0.45,1979.0
ravioli cheese tortellini,8.93,5253.0
potatoes potatoes milk calo,0.81,575.0
beer,0.69,155.0
beans onions peppers,2.26,801.0
pasta shapes ties,1.21,1508.0
sebago potatoes,0.81,575.0
spoon size wheat cereal,0.57,1639.0
potato flakes ounces,0.27,1044.0
loaf rye bread lb,0.86,667.0
ground cinnamon use grade cinnamon,0.84,15526.0
head cosmos lettuce,0.41,237.0
rice use minute rice,2.19,1597.0
package vegetables carrots etc,0.81,750.5
Thai chili peppers seeds spice,0.65,379.0
water bean,0.43,5053.0
almond milk rice milk,0.54,2030.0
cheese cottage cheese,8.93,5253.0
sugar instant chocolate chocolate,3.16,20717.0
daikon radish cubes,0.25,272.0
cheddar cheese Sharp Shredded,8.93,5253.0
zucchini liquid,0.81,750.5
medium potatoes potatoes milk butter,0.81,575.0
Calorie Honey Maid Cinnamon Graham Cracker Crisps,0.84,15526.0
pepper seeds membrane,0.65,379.0
whiskey cup rye whiskey,0.57,1554.0
onions slices diagonal,0.22,290.0
vegetables onions mushrooms peppers,0.81,339.0
sugar snap peas pod,0.81,850.0
ahi tuna steaks,3.68,2313.5
block cream cheese,8.93,5253.0
cheese slices,8.93,5253.0
hazelnuts pecans,1.11,11264.0
quinoa mesh sieve,0.97,1618.0
coffee creamer hazelnut liquid,5.45,3838.0
avocado inch chunks,0.54,1805.0
lemon juice lemon sufficient,0.34,642.0
hair pasta inch,1.21,1508.0
apples crisp varieties,0.25,622.0
